peptideId	arabi-defline
NO21G00990	L-galactono-1,4-lactone dehydrogenase
NO21G01010	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: vacuole; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: transferases, transferring glycosyl groups (TAIR:AT4G14100.1); Has 108 Blast hits to 104 proteins in 19 species: Archae - 0; Bacteria - 0; Metazoa - 8; Fungi - 0; Plants - 90; Viruses - 0; Other Eukaryotes - 10 (source: NCBI BLink).
NO21G01020	Glutathione S-transferase family protein
NO21G01030	Bax inhibitor-1 family protein
NO21G01050	NAD(P)-binding Rossmann-fold superfamily protein
NO21G01060	Mitochondrial substrate carrier family protein
NO21G01080	Transmembrane amino acid transporter family protein
NO21G01100	Ribosomal L27e protein family
NO21G01120	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
NO21G01140	EAP30/Vps36 family protein
NO21G01150	cytochrome c oxidase assembly protein CtaG / Cox11 family
NO21G01170	helicases;ATP-dependent helicases;nucleic acid binding;ATP binding;DNA-directed DNA polymerases;DNA binding
NO21G01200	tetratricopeptide repeat (TPR)-containing protein
NO21G01220	pfkB-like carbohydrate kinase family protein
NO21G01250	threonine aldolase 1
NO21G01290	histone deacetylase 2
NO21G01300	CONTAINS InterPro DOMAIN/s: Conserved oligomeric complex COG6 (InterPro:IPR010490); Has 384 Blast hits to 379 proteins in 190 species: Archae - 0; Bacteria - 4; Metazoa - 151; Fungi - 156; Plants - 42; Viruses - 0; Other Eukaryotes - 31 (source: NCBI BLink).
NO21G01320	FIZZY-related 2
NO21G01330	U1 small nuclear ribonucleoprotein-70K
NO21G01350	Galactose mutarotase-like superfamily protein
NO21G01360	CBF1-interacting co-repressor CIR, N-terminal;Pre-mRNA splicing factor
NO21G01370	trehalose phosphatase/synthase 5
NO21G01380	TCP-1/cpn60 chaperonin family protein
NO21G01420	D111/G-patch domain-containing protein
NO21G01430	Tesmin/TSO1-like CXC domain-containing protein
NO21G01440	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein
NO21G01450	Ergosterol biosynthesis ERG4/ERG24 family
NO21G01470	20S proteasome beta subunit E1
NO21G01480	trehalase 1
NO21G01490	GTP-binding protein 1
NO21G01510	N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein
NO21G01520	Class I peptide chain release factor
NO21G01530	Ribosomal protein S19 family protein
NO21G01540	FAD/NAD(P)-binding oxidoreductase family protein
NO21G01560	phytanoyl-CoA dioxygenase (PhyH) family protein
NO21G01570	magnesium transporter 6
NO21G01580	trehalase 1
NO21G01600	proteolysis 6
NO21G01610	isopentenyltransferase 9
NO21G01650	pumilio 24
NO21G01670	unknown protein; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0066 (InterPro:IPR001378); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).
NO21G01680	FAD/NAD(P)-binding oxidoreductase family protein
NO21G01720	HVA22-like protein K
NO21G01790	ubiquitin-activating enzyme 1
NO21G01810	NAD(P)-binding Rossmann-fold superfamily protein
NO21G01820	Inositol-pentakisphosphate 2-kinase family protein
NO21G01830	RNA-binding (RRM/RBD/RNP motifs) family protein
NO21G01850	Tetratricopeptide repeat (TPR)-like superfamily protein
NO21G01870	PPPDE putative thiol peptidase family protein
NO21G01880	lumazine-binding family protein
NO21G01890	Plastid-lipid associated protein PAP / fibrillin family protein
NO21G01910	DNAJ homologue 2
NO21G02010	transporter associated with antigen processing protein 2
NO21G02030	aminopeptidase P1
NO21G02040	peroxisomal ABC transporter 1
NO21G02060	NOL1/NOP2/sun family protein / antitermination NusB domain-containing protein
NO21G02070	ankyrin repeat family protein
NO21G02150	photosystem I light harvesting complex gene 3
NO21G02160	NAD(P)-binding Rossmann-fold superfamily protein
NO21G02170	ubiquitin interaction motif-containing protein
NO21G02190	copper/zinc superoxide dismutase 3
NO21G02210	DNA LIGASE 6
NO21G02220	acetyl-CoA carboxylase 1
NO21G02290	TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein
NO21G02320	CAX interacting protein 1
NO21G02330	FAD/NAD(P)-binding oxidoreductase
NO21G02350	proteasome family protein
NO21G02360	nitrate reductase 1
NO21G02380	Ankyrin repeat family protein
NO21G02390	Homeodomain-like protein
NO21G02450	DEAD/DEAH box helicase, putative
NO21G02500	alpha/beta-Hydrolases superfamily protein
NO21G02510	Transducin/WD40 repeat-like superfamily protein
NO21G02530	PEBP (phosphatidylethanolamine-binding protein) family protein
NO21G02600	ferric reduction oxidase 2
NO21G02610	zinc finger protein-related
NO21G02660	Protein of unknown function DUF455
NO21G02680	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1517 (InterPro:IPR010903); Has 276 Blast hits to 275 proteins in 83 species: Archae - 0; Bacteria - 108; Metazoa - 6; Fungi - 0; Plants - 113; Viruses - 0; Other Eukaryotes - 49 (source: NCBI BLink).
NO22G00010	Oxidoreductase family protein
NO22G00040	Structural maintenance of chromosomes (SMC) family protein
NO22G00050	replication factor C 2
NO22G00060	DEGP protease 2
NO22G00070	Pectinacetylesterase family protein
NO22G00110	Plasma-membrane choline transporter family protein
NO22G00120	cyclin-dependent kinase-subunit 1
NO22G00130	metacaspase 1
NO22G00170	RNApolymerase sigma subunit 2
NO22G00240	LYR family of Fe/S cluster biogenesis protein
NO22G00250	Cyclin family protein
NO22G00260	zinc finger (C2H2 type) family protein
NO22G00290	mitogen-activated protein kinase 3
NO22G00310	nuclear-encoded CLP protease P7
NO22G00320	Protein kinase superfamily protein
NO22G00330	valyl-tRNA synthetase / valine--tRNA ligase (VALRS)
NO22G00350	Translin family protein
NO22G00360	3-dehydroquinate synthase, putative
NO22G00370	ABC transporter of the mitochondrion 3
NO22G00390	RING 1A
NO22G00410	adenosine kinase 1
NO22G00420	Aldolase superfamily protein
NO22G00480	IKI3 family protein
NO22G00490	Adaptin ear-binding coat-associated protein 1 NECAP-1
NO22G00530	pleiotropic drug resistance 1
NO22G00550	Pentatricopeptide repeat (PPR) superfamily protein
NO22G00570	20S proteasome alpha subunit E2
NO22G00580	SET domain group 37
NO22G00600	FK506-binding protein 12
NO22G00610	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
NO22G00620	PHD finger protein-related
NO22G00630	diacylglycerol acyltransferase family
NO22G00640	lysine-ketoglutarate reductase/saccharopine dehydrogenase bifunctional enzyme
NO22G00660	Protein kinase superfamily protein
NO22G00670	Enoyl-CoA hydratase/isomerase family
NO22G00680	Radical SAM superfamily protein
NO22G00690	LUC7 related protein
NO22G00700	NPL4-like protein 1
NO22G00720	DNA-directed RNA polymerase, RBP11-like
NO22G00740	NADPH-dependent thioredoxin reductase C
NO22G00750	dihydrosphingosine phosphate lyase
NO22G00760	alpha/beta-Hydrolases superfamily protein
NO22G00780	phosphoadenosine phosphosulfate (PAPS) reductase family protein
NO22G00790	UDP-Glycosyltransferase / trehalose-phosphatase family protein
NO22G00800	DHHC-type zinc finger family protein
NO22G00820	RING/U-box superfamily protein
NO22G00830	Polyketide cyclase/dehydrase and lipid transport superfamily protein
NO22G00840	Transducin/WD40 repeat-like superfamily protein
NO22G00850	unknown protein; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0406 (InterPro:IPR019146); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).
NO22G00860	carboxyesterase 18
NO22G00890	minichromosome maintenance (MCM2/3/5) family protein
NO22G00950	autophagocytosis-associated family protein
NO22G00960	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
NO22G00980	Long-chain fatty alcohol dehydrogenase family protein
NO22G00990	Transducin family protein / WD-40 repeat family protein
NO22G01000	Transducin family protein / WD-40 repeat family protein
NO22G01020	Acyl-CoA N-acyltransferases (NAT) superfamily protein
NO22G01040	auxin transport protein (BIG)
NO22G01050	SIT4 phosphatase-associated family protein
NO22G01070	AAA-type ATPase family protein
NO22G01080	Nucleotide-sugar transporter family protein
NO22G01090	Transducin/WD40 repeat-like superfamily protein
NO22G01100	Nucleic acid-binding, OB-fold-like protein
NO22G01130	RAB GTPase homolog B1C
NO22G01140	co-factor for nitrate, reductase and xanthine dehydrogenase 7
NO22G01150	small nuclear ribonucleoprotein associated protein B
NO22G01160	non-intrinsic ABC protein 9
NO22G01190	NAD+ transporter 1
NO22G01200	alpha/beta-Hydrolases superfamily protein
NO22G01210	sumo conjugation enzyme 1
NO22G01220	snRNA activating complex family protein
NO22G01230	farnesyl diphosphate synthase 2
NO22G01250	myosin-like protein XIF
NO22G01260	signal peptide peptidase
NO22G01280	calcium-dependent protein kinase 21
NO22G01300	nudix hydrolase homolog 15
NO22G01310	Uncharacterized conserved protein (DUF2358)
NO22G01320	Phosphoribosyltransferase family protein
NO22G01340	histone H2A 11
NO22G01360	DHHC-type zinc finger family protein
NO22G01400	SPFH/Band 7/PHB domain-containing membrane-associated protein family
NO22G01440	GTP binding Elongation factor Tu family protein
NO22G01450	GTP binding Elongation factor Tu family protein
NO22G01460	heat shock factor 4
NO22G01470	alanine-tRNA ligases;nucleic acid binding;ligases, forming aminoacyl-tRNA and related compounds;nucleotide binding;ATP binding
NO22G01490	ARM repeat superfamily protein
NO22G01500	Uncharacterised protein family SERF
NO22G01550	glycyl-tRNA synthetase / glycine--tRNA ligase
NO22G01560	ATP-dependent RNA helicase, mitochondrial (SUV3)
NO22G01610	Putative methyltransferase family protein
NO22G01720	xylulose kinase-1
NO22G01730	Photosystem II reaction center PsbP family protein
NO22G01760	Signal recognition particle, SRP54 subunit protein
NO22G01780	3-dehydroquinate synthase, putative
NO22G01810	magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)
NO22G01820	TCP-1/cpn60 chaperonin family protein
NO22G01860	appr-1-p processing enzyme family protein
NO22G01900	cytochrome P450, family 705, subfamily A, polypeptide 5
NO22G01910	ribosomal protein L29 family protein
NO22G01920	UBX domain-containing protein
NO22G01950	D111/G-patch domain-containing protein
NO22G01960	autophagy protein Apg5 family
NO22G02000	unknown protein; Has 257 Blast hits to 257 proteins in 101 species: Archae - 0; Bacteria - 0; Metazoa - 130; Fungi - 0; Plants - 47; Viruses - 0; Other Eukaryotes - 80 (source: NCBI BLink).
NO22G02020	Tryptophan/tyrosine permease
NO22G02030	Zincin-like metalloproteases family protein
NO22G02080	Ribosomal protein L4/L1 family
NO22G02090	Na+/H+ antiporter 6
NO22G02120	global transcription factor group E2
NO22G02140	DNAse I-like superfamily protein
NO22G02170	calpain-type cysteine protease family
NO22G02180	Major facilitator superfamily protein
NO22G02190	Saposin-like aspartyl protease family protein
NO22G02200	CW-type Zinc Finger
NO23G00060	P-loop containing nucleoside triphosphate hydrolases superfamily protein
NO23G00100	Peptidase C15, pyroglutamyl peptidase I-like
NO23G00210	ankyrin repeat family protein
NO23G00220	Patched family protein
NO23G00230	STELAR K+ outward rectifier
NO23G00320	Ribosomal protein L1p/L10e family
NO23G00330	Aldolase-type TIM barrel family protein
NO23G00350	Hypoxanthine-guanine phosphoribosyltransferase
NO23G00410	Translation elongation factor EFG/EF2 protein
NO23G00440	phenylalanyl-tRNA synthetase, putative / phenylalanine--tRNA ligase, putative
NO23G00450	cyclopropyl isomerase
NO23G00460	acylaminoacyl-peptidase-related
NO23G00480	Small nuclear ribonucleoprotein family protein
NO23G00490	calnexin 1
NO23G00500	electron carriers;protein disulfide oxidoreductases
NO23G00510	transducin family protein / WD-40 repeat family protein
NO23G00520	ATPase, F1 complex, gamma subunit protein
NO23G00550	Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
NO23G00560	NAD(P)-binding Rossmann-fold superfamily protein
NO23G00570	TBP-associated factor 11
NO23G00600	serine racemase
NO23G00620	GNS1/SUR4 membrane protein family
NO23G00640	heat shock protein 70
NO23G00680	glutaredoxin 4
NO23G00730	with no lysine (K) kinase 8
NO23G00740	Transducin/WD40 repeat-like superfamily protein
NO23G00760	NIMA-related serine/threonine kinase 1
NO23G00770	DEA(D/H)-box RNA helicase family protein
NO23G00800	DNA-directed DNA polymerases
NO23G00850	myb domain protein 3r-4
NO23G00870	Uncharacterized conserved protein (DUF2358)
NO23G00890	related to KPC1
NO23G00900	ubiquitin-protein ligase 2
NO23G00940	Serine/threonine-protein kinase Rio1
NO23G00960	DNA-binding protein, putative
NO23G00970	transducin family protein / WD-40 repeat family protein
NO23G00980	protein phosphatase 5.2
NO23G00990	protein phosphatase 5.2
NO23G01020	Pentatricopeptide repeat (PPR-like) superfamily protein
NO23G01030	isopropylmalate dehydrogenase 3
NO23G01070	RNA-binding (RRM/RBD/RNP motifs) family protein
NO23G01140	AMP-dependent synthetase and ligase family protein
NO23G01210	SOUL heme-binding family protein
NO23G01280	Chaperone DnaJ-domain superfamily protein
NO23G01290	Plant haem oxygenase (decyclizing) family protein
NO23G01310	FMN-linked oxidoreductases superfamily protein
NO23G01320	Cyclin B2;2
NO23G01330	initiator tRNA phosphoribosyl transferase family protein
NO23G01350	DEAD/DEAH box RNA helicase family protein 
NO23G01370	D-3-phosphoglycerate dehydrogenase
NO23G01380	nucleic acid binding;ATP-dependent helicases;ATP binding;helicases;ATP-dependent helicases
NO23G01420	protein-l-isoaspartate methyltransferase 1
NO23G01430	myo-inositol oxygenase 1
NO23G01440	XB3 ortholog 2 in Arabidopsis thaliana
NO23G01500	ubiquinol-cytochrome C chaperone family protein
NO23G01510	spermidine hydroxycinnamoyl transferase
NO23G01520	Major facilitator superfamily protein
NO23G01530	nudix hydrolase homolog 8
NO23G01540	Major facilitator superfamily protein
NO23G01560	enoyl-CoA hydratase/isomerase D
NO23G01570	5'-3' exonuclease family protein
NO23G01600	laccase 5
NO23G01620	CBL-interacting protein kinase 13
NO23G01640	ATP binding microtubule motor family protein
NO23G01670	Transducin/WD40 repeat-like superfamily protein
NO23G01710	Protein kinase superfamily protein
NO23G01740	Translation initiation factor 3 protein
NO23G01750	5'-3' exonuclease family protein
NO23G01760	gamma carbonic anhydrase 2
NO23G01770	actin depolymerizing factor 7
NO23G01780	Amino acid permease family protein
NO23G01790	Calcium-binding EF hand family protein
NO23G01800	cell division cycle 48
NO23G01810	Pyridoxal-dependent decarboxylase family protein
NO23G01830	Dihydropterin pyrophosphokinase / Dihydropteroate synthase
NO23G01840	P-loop containing nucleoside triphosphate hydrolases superfamily protein
NO23G01880	multidrug resistance-associated protein 1
NO23G01910	GTP-binding protein-related
NO23G01930	Major facilitator superfamily protein
NO24G00010	purple acid phosphatase 3
NO24G00040	thymidylate synthase 1
NO24G00050	CONTAINS InterPro DOMAIN/s: Non-SMC condensin II complex, subunit H2-like (InterPro:IPR009378); Has 249 Blast hits to 211 proteins in 82 species: Archae - 0; Bacteria - 0; Metazoa - 145; Fungi - 8; Plants - 30; Viruses - 0; Other Eukaryotes - 66 (source: NCBI BLink).
NO24G00160	D-isomer specific 2-hydroxyacid dehydrogenase family protein
NO24G00170	cytochrome P450, family 707, subfamily A, polypeptide 3
NO24G00180	cytochrome P450, family 714, subfamily A, polypeptide 1
NO24G00190	phosphate transporter 2;1
NO24G00200	Ribosomal L28 family
NO24G00220	helicases;ATP-dependent helicases;nucleic acid binding;ATP binding;DNA-directed DNA polymerases;DNA binding
NO24G00230	zinc ion binding
NO24G00280	Protein kinase superfamily protein
NO24G00340	Pre-mRNA splicing Prp18-interacting factor
NO24G00350	PAM domain (PCI/PINT associated module) protein
NO24G00360	ATP citrate lyase (ACL) family protein
NO24G00370	AMP-dependent synthetase and ligase family protein
NO24G00380	RNA-binding KH domain-containing protein
NO24G00390	GTP-binding protein-related
NO24G00430	Ribosomal protein S25 family protein
NO24G00440	2Fe-2S ferredoxin-like superfamily protein
NO24G00460	las1-like family protein
NO24G00470	UDP-galactose transporter 5
NO24G00480	NAD(P)-linked oxidoreductase superfamily protein
NO24G00500	Class II aminoacyl-tRNA and biotin synthetases superfamily protein
NO24G00510	ubiquitin-conjugating enzyme 22
NO24G00530	Hypoxanthine-guanine phosphoribosyltransferase
NO24G00540	cleavage stimulating factor 64
NO24G00550	novel cap-binding protein
NO24G00570	pyruvate dehydrogenase kinase
NO24G00580	NAD(P)-binding Rossmann-fold superfamily protein
NO24G00610	UDP-galactose transporter 5
NO24G00620	myb domain protein 3r-3
NO24G00640	serine palmitoyltransferase 1
NO24G00660	GroES-like zinc-binding dehydrogenase family protein
